obsID,SA3,SA8
10790,ter. locomotion,forage
10791,ter. locomotion,forage
10792,no locomotion,body care
10793,ter. locomotion,forage
10794,no locomotion,body care
10795,no locomotion,stand
10796,no locomotion,stand
10797,no locomotion,sit
10798,no locomotion,stand
10799,no locomotion,sit
10800,ter. locomotion,forage
10801,no locomotion,body care
10802,no locomotion,sit
10803,no locomotion,stand
10804,ter. locomotion,forage
10805,ter. locomotion,forage
10806,ter. locomotion,forage
10807,no locomotion,body care
10808,no locomotion,body care
10809,no locomotion,sit
10810,ter. locomotion,sit
10811,ter. locomotion,forage
10812,ter. locomotion,forage
10813,no locomotion,stand
10814,no locomotion,body care
10815,no locomotion,body care
10816,no locomotion,body care
10817,no locomotion,stand
10818,no locomotion,stand
10819,no locomotion,stand
10820,no locomotion,stand
10821,no locomotion,stand
10822,no locomotion,body care
10823,no locomotion,stand
10824,no locomotion,stand
10825,no locomotion,stand
10826,ter. locomotion,forage
10827,no locomotion,body care
10828,ter. locomotion,forage
10829,no locomotion,body care
10830,ter. locomotion,forage
10831,no locomotion,stand
10832,no locomotion,stand
10833,no locomotion,stand
10834,no locomotion,sit
10835,ter. locomotion,forage
10836,no locomotion,sit
10837,ter. locomotion,forage
10838,no locomotion,sit
10839,no locomotion,stand
10840,no locomotion,body care
10841,ter. locomotion,forage
10842,ter. locomotion,forage
10843,no locomotion,stand
10844,no locomotion,body care
10845,ter. locomotion,forage
10846,no locomotion,stand
10847,no locomotion,stand
10848,no locomotion,body care
10849,ter. locomotion,forage
10850,no locomotion,stand
10851,ter. locomotion,forage
10852,ter. locomotion,forage
10853,no locomotion,body care
10854,fly,fly
10855,no locomotion,stand
10856,no locomotion,stand
10857,no locomotion,body care
10858,no locomotion,stand
10859,no locomotion,body care
10860,no locomotion,stand
10861,ter. locomotion,forage
10862,ter. locomotion,forage
10863,ter. locomotion,forage
10864,ter. locomotion,forage
10865,no locomotion,body care
10866,ter. locomotion,forage
10867,ter. locomotion,forage
10868,no locomotion,stand
10869,no locomotion,sit
10870,no locomotion,body care
10871,no locomotion,sit
10872,no locomotion,body care
10873,no locomotion,stand
10874,no locomotion,stand
10875,no locomotion,body care
10876,no locomotion,body care
10877,no locomotion,sit
10878,ter. locomotion,forage
10879,no locomotion,sit
10880,no locomotion,body care
10881,no locomotion,body care
10882,no locomotion,body care
10883,no locomotion,stand
10884,no locomotion,stand
10885,no locomotion,stand
10886,ter. locomotion,forage
10887,no locomotion,stand
10888,no locomotion,stand
10889,ter. locomotion,forage
10890,no locomotion,sit
10891,ter. locomotion,forage
10892,ter. locomotion,forage
10893,ter. locomotion,forage
10894,no locomotion,stand
10895,ter. locomotion,forage
10896,no locomotion,stand
10897,ter. locomotion,forage
10898,ter. locomotion,forage
10899,no locomotion,stand
10900,no locomotion,stand
10901,no locomotion,stand
10902,no locomotion,stand
10903,ter. locomotion,forage
10904,no locomotion,stand
10905,ter. locomotion,forage
10906,no locomotion,body care
10907,ter. locomotion,forage
10908,no locomotion,stand
10909,ter. locomotion,forage
10910,ter. locomotion,forage
10911,ter. locomotion,forage
10912,ter. locomotion,forage
10913,ter. locomotion,forage
10914,no locomotion,body care
10915,ter. locomotion,forage
10916,no locomotion,body care
10917,ter. locomotion,forage
10918,ter. locomotion,forage
10919,ter. locomotion,forage
10920,ter. locomotion,forage
10921,no locomotion,stand
10922,no locomotion,stand
10923,no locomotion,stand
10924,no locomotion,stand
10925,no locomotion,stand
10926,no locomotion,stand
10927,no locomotion,sit
10928,no locomotion,stand
10929,no locomotion,stand
10930,no locomotion,stand
10931,ter. locomotion,forage
10932,no locomotion,stand
10933,no locomotion,body care
10934,no locomotion,sit
10935,no locomotion,body care
10936,no locomotion,stand
10937,no locomotion,stand
10938,no locomotion,body care
10939,no locomotion,stand
10940,no locomotion,stand
10941,ter. locomotion,body care
10942,ter. locomotion,forage
10943,no locomotion,stand
10944,no locomotion,body care
10945,no locomotion,stand
10946,no locomotion,stand
10947,no locomotion,stand
10948,no locomotion,stand
10949,no locomotion,stand
10950,no locomotion,stand
10951,no locomotion,stand
10952,ter. locomotion,forage
10953,no locomotion,stand
10954,ter. locomotion,forage
10955,ter. locomotion,forage
10956,ter. locomotion,forage
10957,ter. locomotion,forage
10958,ter. locomotion,forage
10959,ter. locomotion,forage
10960,ter. locomotion,forage
10961,ter. locomotion,forage
10962,no locomotion,body care
10963,ter. locomotion,forage
10964,ter. locomotion,forage
10965,ter. locomotion,forage
10966,ter. locomotion,forage
10967,no locomotion,stand
10968,no locomotion,stand
10969,no locomotion,stand
10970,no locomotion,stand
10971,no locomotion,stand
10972,no locomotion,stand
10973,no locomotion,body care
10974,no locomotion,stand
10975,no locomotion,stand
10976,no locomotion,stand
10977,no locomotion,stand
10978,no locomotion,stand
10979,no locomotion,stand
10980,no locomotion,stand
10981,no locomotion,body care
10982,ter. locomotion,forage
10983,ter. locomotion,forage
10984,ter. locomotion,forage
10985,no locomotion,body care
10986,ter. locomotion,forage
10987,no locomotion,body care
10988,ter. locomotion,forage
10989,ter. locomotion,forage
10990,no locomotion,body care
10991,no locomotion,body care
10992,no locomotion,body care
10993,no locomotion,body care
10994,no locomotion,body care
10995,no locomotion,body care
10996,no locomotion,body care
10997,ter. locomotion,forage
10998,no locomotion,stand
10999,no locomotion,body care
11000,no locomotion,body care
11001,no locomotion,stand
11002,no locomotion,stand
11003,no locomotion,stand
11004,no locomotion,body care
11005,no locomotion,stand
11006,no locomotion,stand
11007,no locomotion,body care
11008,no locomotion,stand
11009,no locomotion,stand
11010,no locomotion,stand
11011,no locomotion,stand
11012,ter. locomotion,forage
11013,ter. locomotion,forage
11014,ter. locomotion,forage
11015,no locomotion,stand
11016,no locomotion,stand
11017,no locomotion,stand
11018,no locomotion,stand
11019,no locomotion,stand
11020,ter. locomotion,forage
11021,no locomotion,body care
11022,no locomotion,stand
11023,no locomotion,stand
11024,no locomotion,body care
11025,ter. locomotion,forage
11026,ter. locomotion,forage
11027,no locomotion,stand
11028,ter. locomotion,forage
11029,ter. locomotion,forage
11030,no locomotion,stand
11031,ter. locomotion,forage
11032,ter. locomotion,forage
11033,ter. locomotion,forage
11034,no locomotion,body care
11035,no locomotion,stand
11036,no locomotion,stand
11037,fly,fly
11038,no locomotion,stand
11039,ter. locomotion,forage
11040,no locomotion,stand
11041,ter. locomotion,forage
11042,ter. locomotion,forage
11043,ter. locomotion,forage
11044,ter. locomotion,forage
11045,ter. locomotion,forage
11046,ter. locomotion,forage
11047,ter. locomotion,forage
11048,ter. locomotion,forage
11049,ter. locomotion,forage
11050,no locomotion,stand
11051,ter. locomotion,forage
11052,ter. locomotion,forage
11053,no locomotion,stand
11054,no locomotion,stand
11055,no locomotion,stand
11056,no locomotion,stand
11057,no locomotion,body care
11058,no locomotion,body care
11059,ter. locomotion,forage
11060,no locomotion,stand
11061,no locomotion,stand
11062,ter. locomotion,forage
11063,ter. locomotion,forage
11064,ter. locomotion,forage
11065,ter. locomotion,forage
11066,no locomotion,stand
11067,ter. locomotion,forage
11068,ter. locomotion,forage
11069,ter. locomotion,forage
11070,no locomotion,body care
11071,no locomotion,body care
11072,no locomotion,stand
11073,ter. locomotion,forage
11074,no locomotion,stand
11075,no locomotion,stand
11076,no locomotion,stand
11077,no locomotion,stand
11078,ter. locomotion,forage
11079,no locomotion,stand
11080,no locomotion,stand
11081,no locomotion,stand
11082,no locomotion,stand
11083,no locomotion,body care
11084,no locomotion,stand
11085,no locomotion,stand
11086,no locomotion,stand
11087,no locomotion,body care
11088,no locomotion,body care
11089,ter. locomotion,forage
11090,ter. locomotion,forage
11091,no locomotion,stand
11092,no locomotion,stand
11093,ter. locomotion,forage
11094,ter. locomotion,forage
11095,ter. locomotion,forage
11096,no locomotion,stand
11097,ter. locomotion,forage
11098,no locomotion,stand
11099,no locomotion,stand
11100,no locomotion,sit
11101,ter. locomotion,forage
11102,ter. locomotion,forage
11103,no locomotion,stand
11104,ter. locomotion,forage
11105,ter. locomotion,forage
11106,ter. locomotion,forage
11107,ter. locomotion,forage
11108,ter. locomotion,forage
11109,no locomotion,sit
11110,ter. locomotion,forage
11111,no locomotion,body care
11112,no locomotion,stand
11113,no locomotion,stand
11114,no locomotion,stand
11115,no locomotion,sit
11116,no locomotion,sit
11117,no locomotion,body care
11118,no locomotion,sit
11119,no locomotion,sit
11120,no locomotion,sit
11121,no locomotion,body care
11122,no locomotion,sit
11123,no locomotion,sit
11124,no locomotion,body care
11125,no locomotion,body care
11126,no locomotion,stand
11127,no locomotion,body care
11128,no locomotion,stand
11129,no locomotion,stand
11130,no locomotion,stand
11131,no locomotion,stand
11132,no locomotion,stand
11133,ter. locomotion,forage
11134,no locomotion,stand
11135,no locomotion,stand
11136,no locomotion,body care
11137,no locomotion,stand
11138,no locomotion,stand
11139,no locomotion,stand
11140,ter. locomotion,forage
11141,ter. locomotion,forage
11142,no locomotion,stand
11143,ter. locomotion,forage
11144,ter. locomotion,forage
11145,ter. locomotion,forage
11146,ter. locomotion,forage
11147,no locomotion,sit
11148,ter. locomotion,forage
11149,no locomotion,body care
11150,no locomotion,body care
11151,no locomotion,body care
11152,no locomotion,stand
11153,no locomotion,stand
11154,no locomotion,body care
11155,ter. locomotion,forage
11156,ter. locomotion,forage
11157,ter. locomotion,forage
11158,ter. locomotion,forage
11159,ter. locomotion,forage
11160,ter. locomotion,forage
11161,ter. locomotion,forage
11162,ter. locomotion,forage
11163,ter. locomotion,forage
11164,ter. locomotion,forage
11165,ter. locomotion,forage
11166,no locomotion,sit
11167,ter. locomotion,forage
11168,no locomotion,sit
11169,no locomotion,stand
11170,ter. locomotion,forage
11171,ter. locomotion,forage
11172,ter. locomotion,forage
11173,ter. locomotion,forage
11174,ter. locomotion,forage
11175,ter. locomotion,forage
11176,ter. locomotion,forage
11177,no locomotion,sit
11178,ter. locomotion,forage
11179,ter. locomotion,forage
11180,no locomotion,sit
11181,ter. locomotion,forage
11182,ter. locomotion,sit
11183,ter. locomotion,forage
11184,ter. locomotion,forage
11185,no locomotion,sit
11186,no locomotion,sit
11187,ter. locomotion,forage
11188,ter. locomotion,forage
11189,ter. locomotion,forage
11190,ter. locomotion,forage
11191,no locomotion,sit
11192,no locomotion,sit
11193,no locomotion,sit
11194,ter. locomotion,forage
11195,no locomotion,body care
11196,ter. locomotion,forage
11197,ter. locomotion,forage
11198,ter. locomotion,forage
11199,ter. locomotion,forage
11200,ter. locomotion,forage
11201,ter. locomotion,forage
11202,ter. locomotion,forage
11203,ter. locomotion,forage
11204,ter. locomotion,forage
11205,ter. locomotion,forage
11206,ter. locomotion,forage
11207,ter. locomotion,forage
11208,ter. locomotion,forage
11209,ter. locomotion,forage
11210,no locomotion,body care
11211,no locomotion,stand
11212,no locomotion,stand
11213,ter. locomotion,forage
11214,no locomotion,body care
11215,ter. locomotion,forage
11216,no locomotion,stand
11217,ter. locomotion,forage
11218,no locomotion,body care
11219,ter. locomotion,forage
11220,no locomotion,body care
11221,no locomotion,stand
11222,no locomotion,stand
11223,no locomotion,body care
11224,no locomotion,stand
11225,no locomotion,stand
11226,no locomotion,stand
11227,no locomotion,stand
11228,no locomotion,stand
11229,no locomotion,stand
11230,no locomotion,stand
11231,no locomotion,sit
11232,no locomotion,sit
11233,no locomotion,stand
11234,no locomotion,stand
11235,no locomotion,stand
11236,no locomotion,stand
11237,no locomotion,stand
11238,no locomotion,stand
11239,no locomotion,stand
11240,no locomotion,stand
11241,no locomotion,stand
11242,no locomotion,stand
11243,no locomotion,stand
11244,no locomotion,stand
11245,no locomotion,stand
11246,no locomotion,stand
11247,fly,fly
11248,ter. locomotion,forage
11249,ter. locomotion,forage
11250,ter. locomotion,forage
11251,no locomotion,body care
11252,no locomotion,body care
11253,no locomotion,stand
11254,fly,fly
11255,no locomotion,stand
11256,ter. locomotion,forage
11257,ter. locomotion,forage
11258,ter. locomotion,forage
11259,ter. locomotion,forage
11260,ter. locomotion,forage
11261,ter. locomotion,forage
11262,no locomotion,body care
11263,ter. locomotion,forage
11264,no locomotion,body care
11265,no locomotion,stand
11266,no locomotion,body care
11267,ter. locomotion,forage
11268,no locomotion,stand
11269,no locomotion,stand
11270,ter. locomotion,forage
11271,ter. locomotion,forage
11272,ter. locomotion,forage
11273,ter. locomotion,forage
11274,ter. locomotion,forage
